geometry,label,date,tile_number,id,location_id,image_dir,raster_count
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-04-06,-97,sen12floods_s2_labels_0159_2019_04_06,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_04_06,12
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-04-16,-97,sen12floods_s2_labels_0159_2019_04_16,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_04_16,12
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-04-21,-97,sen12floods_s2_labels_0159_2019_04_21,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_04_21,12
"[[[36.751419, -17.738249], [36.752383, -17.784428], [36.800584, -17.783497], [36.799607, -17.73732], [36.751419, -17.738249]]]",1,2019-04-01,-96,sen12floods_s2_labels_0160_2019_04_01,160,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0160_2019_04_01,12
"[[[36.751419, -17.738249], [36.752383, -17.784428], [36.800584, -17.783497], [36.799607, -17.73732], [36.751419, -17.738249]]]",1,2019-04-16,-96,sen12floods_s2_labels_0160_2019_04_16,160,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0160_2019_04_16,12
"[[[36.799607, -17.73732], [36.800584, -17.783497], [36.848782, -17.782554], [36.847793, -17.73638], [36.799607, -17.73732]]]",1,2019-04-01,-95,sen12floods_s2_labels_0161_2019_04_01,161,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0161_2019_04_01,12
"[[[36.799607, -17.73732], [36.800584, -17.783497], [36.848782, -17.782554], [36.847793, -17.73638], [36.799607, -17.73732]]]",1,2019-04-16,-95,sen12floods_s2_labels_0161_2019_04_16,161,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0161_2019_04_16,12
"[[[36.752383, -17.784428], [36.75335, -17.830607], [36.801563, -17.829673], [36.800584, -17.783497], [36.752383, -17.784428]]]",1,2019-04-01,-94,sen12floods_s2_labels_0162_2019_04_01,162,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0162_2019_04_01,12
"[[[36.752383, -17.784428], [36.75335, -17.830607], [36.801563, -17.829673], [36.800584, -17.783497], [36.752383, -17.784428]]]",1,2019-04-16,-94,sen12floods_s2_labels_0162_2019_04_16,162,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0162_2019_04_16,12
"[[[36.800584, -17.783497], [36.801563, -17.829673], [36.849773, -17.828728], [36.848782, -17.782554], [36.800584, -17.783497]]]",1,2019-04-01,-93,sen12floods_s2_labels_0163_2019_04_01,163,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0163_2019_04_01,12
"[[[36.800584, -17.783497], [36.801563, -17.829673], [36.849773, -17.828728], [36.848782, -17.782554], [36.800584, -17.783497]]]",1,2019-04-16,-93,sen12floods_s2_labels_0163_2019_04_16,163,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0163_2019_04_16,12
"[[[36.801563, -17.829673], [36.802546, -17.875849], [36.850768, -17.874901], [36.849773, -17.828728], [36.801563, -17.829673]]]",1,2019-04-01,-91,sen12floods_s2_labels_0165_2019_04_01,165,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0165_2019_04_01,12
"[[[36.801563, -17.829673], [36.802546, -17.875849], [36.850768, -17.874901], [36.849773, -17.828728], [36.801563, -17.829673]]]",1,2019-04-16,-91,sen12floods_s2_labels_0165_2019_04_16,165,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0165_2019_04_16,12
"[[[36.75432, -17.876786], [36.755293, -17.922964], [36.803531, -17.922025], [36.802546, -17.875849], [36.75432, -17.876786]]]",1,2019-04-01,-90,sen12floods_s2_labels_0166_2019_04_01,166,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0166_2019_04_01,12
"[[[36.75432, -17.876786], [36.755293, -17.922964], [36.803531, -17.922025], [36.802546, -17.875849], [36.75432, -17.876786]]]",1,2019-04-16,-90,sen12floods_s2_labels_0166_2019_04_16,166,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0166_2019_04_16,12
"[[[36.755293, -17.922964], [36.756269, -17.969142], [36.804519, -17.968201], [36.803531, -17.922025], [36.755293, -17.922964]]]",1,2019-04-01,-88,sen12floods_s2_labels_0168_2019_04_01,168,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0168_2019_04_01,12
"[[[36.755293, -17.922964], [36.756269, -17.969142], [36.804519, -17.968201], [36.803531, -17.922025], [36.755293, -17.922964]]]",1,2019-04-16,-88,sen12floods_s2_labels_0168_2019_04_16,168,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0168_2019_04_16,12
"[[[36.803531, -17.922025], [36.804519, -17.968201], [36.852767, -17.967248], [36.851766, -17.921075], [36.803531, -17.922025]]]",1,2019-04-01,-87,sen12floods_s2_labels_0169_2019_04_01,169,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0169_2019_04_01,12
"[[[38.063308, -17.184806], [38.063075, -17.231082], [38.111229, -17.2313], [38.11145, -17.185024], [38.063308, -17.184806]]]",1,2019-03-29,-86,sen12floods_s2_labels_0170_2019_03_29,170,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0170_2019_03_29,12
"[[[38.063308, -17.184806], [38.063075, -17.231082], [38.111229, -17.2313], [38.11145, -17.185024], [38.063308, -17.184806]]]",1,2019-04-13,-86,sen12floods_s2_labels_0170_2019_04_13,170,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0170_2019_04_13,12
"[[[38.063308, -17.184806], [38.063075, -17.231082], [38.111229, -17.2313], [38.11145, -17.185024], [38.063308, -17.184806]]]",1,2019-04-18,-86,sen12floods_s2_labels_0170_2019_04_18,170,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0170_2019_04_18,12
"[[[38.11145, -17.185024], [38.111229, -17.2313], [38.159384, -17.231507], [38.159593, -17.18523], [38.11145, -17.185024]]]",1,2019-03-29,-85,sen12floods_s2_labels_0171_2019_03_29,171,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0171_2019_03_29,12
"[[[38.11145, -17.185024], [38.111229, -17.2313], [38.159384, -17.231507], [38.159593, -17.18523], [38.11145, -17.185024]]]",1,2019-04-13,-85,sen12floods_s2_labels_0171_2019_04_13,171,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0171_2019_04_13,12
"[[[38.11145, -17.185024], [38.111229, -17.2313], [38.159384, -17.231507], [38.159593, -17.18523], [38.11145, -17.185024]]]",1,2019-04-18,-85,sen12floods_s2_labels_0171_2019_04_18,171,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0171_2019_04_18,12
"[[[38.063075, -17.231082], [38.062841, -17.277357], [38.111007, -17.277576], [38.111229, -17.2313], [38.063075, -17.231082]]]",1,2019-03-29,-83,sen12floods_s2_labels_0173_2019_03_29,173,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0173_2019_03_29,12
"[[[38.063075, -17.231082], [38.062841, -17.277357], [38.111007, -17.277576], [38.111229, -17.2313], [38.063075, -17.231082]]]",1,2019-04-13,-83,sen12floods_s2_labels_0173_2019_04_13,173,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0173_2019_04_13,12
"[[[38.063075, -17.231082], [38.062841, -17.277357], [38.111007, -17.277576], [38.111229, -17.2313], [38.063075, -17.231082]]]",1,2019-04-18,-83,sen12floods_s2_labels_0173_2019_04_18,173,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0173_2019_04_18,12
"[[[38.111229, -17.2313], [38.111007, -17.277576], [38.159174, -17.277783], [38.159384, -17.231507], [38.111229, -17.2313]]]",1,2019-03-29,-82,sen12floods_s2_labels_0174_2019_03_29,174,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0174_2019_03_29,12
"[[[38.111229, -17.2313], [38.111007, -17.277576], [38.159174, -17.277783], [38.159384, -17.231507], [38.111229, -17.2313]]]",1,2019-04-13,-82,sen12floods_s2_labels_0174_2019_04_13,174,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0174_2019_04_13,12
"[[[38.111229, -17.2313], [38.111007, -17.277576], [38.159174, -17.277783], [38.159384, -17.231507], [38.111229, -17.2313]]]",1,2019-04-18,-82,sen12floods_s2_labels_0174_2019_04_18,174,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0174_2019_04_18,12
"[[[38.062841, -17.277357], [38.062607, -17.323632], [38.110785, -17.323851], [38.111007, -17.277576], [38.062841, -17.277357]]]",1,2019-03-29,-80,sen12floods_s2_labels_0176_2019_03_29,176,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0176_2019_03_29,12
"[[[38.062841, -17.277357], [38.062607, -17.323632], [38.110785, -17.323851], [38.111007, -17.277576], [38.062841, -17.277357]]]",1,2019-04-13,-80,sen12floods_s2_labels_0176_2019_04_13,176,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0176_2019_04_13,12
"[[[38.062841, -17.277357], [38.062607, -17.323632], [38.110785, -17.323851], [38.111007, -17.277576], [38.062841, -17.277357]]]",1,2019-04-18,-80,sen12floods_s2_labels_0176_2019_04_18,176,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0176_2019_04_18,12
"[[[31.576012, -19.174347], [31.575614, -19.220605], [31.62431, -19.220977], [31.624694, -19.174719], [31.576012, -19.174347]]]",1,2019-03-28,-79,sen12floods_s2_labels_0177_2019_03_28,177,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0177_2019_03_28,12
"[[[31.576012, -19.174347], [31.575614, -19.220605], [31.62431, -19.220977], [31.624694, -19.174719], [31.576012, -19.174347]]]",1,2019-04-24,-79,sen12floods_s2_labels_0177_2019_04_24,177,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0177_2019_04_24,12
"[[[31.576012, -19.174347], [31.575614, -19.220605], [31.62431, -19.220977], [31.624694, -19.174719], [31.576012, -19.174347]]]",1,2019-04-27,-79,sen12floods_s2_labels_0177_2019_04_27,177,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0177_2019_04_27,12
"[[[31.624694, -19.174719], [31.62431, -19.220977], [31.673007, -19.221336], [31.673378, -19.175077], [31.624694, -19.174719]]]",1,2019-03-28,-78,sen12floods_s2_labels_0178_2019_03_28,178,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0178_2019_03_28,12
"[[[31.624694, -19.174719], [31.62431, -19.220977], [31.673007, -19.221336], [31.673378, -19.175077], [31.624694, -19.174719]]]",1,2019-04-24,-78,sen12floods_s2_labels_0178_2019_04_24,178,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0178_2019_04_24,12
"[[[31.624694, -19.174719], [31.62431, -19.220977], [31.673007, -19.221336], [31.673378, -19.175077], [31.624694, -19.174719]]]",1,2019-04-27,-78,sen12floods_s2_labels_0178_2019_04_27,178,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0178_2019_04_27,12
"[[[31.463419, -19.287912], [31.462987, -19.334166], [31.511714, -19.334571], [31.512133, -19.288315], [31.463419, -19.287912]]]",1,2019-03-28,-75,sen12floods_s2_labels_0181_2019_03_28,181,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0181_2019_03_28,12
"[[[31.463419, -19.287912], [31.462987, -19.334166], [31.511714, -19.334571], [31.512133, -19.288315], [31.463419, -19.287912]]]",1,2019-04-27,-75,sen12floods_s2_labels_0181_2019_04_27,181,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0181_2019_04_27,12
"[[[31.512133, -19.288315], [31.511714, -19.334571], [31.560443, -19.334962], [31.560848, -19.288705], [31.512133, -19.288315]]]",1,2019-03-28,-74,sen12floods_s2_labels_0182_2019_03_28,182,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0182_2019_03_28,12
"[[[31.512133, -19.288315], [31.511714, -19.334571], [31.560443, -19.334962], [31.560848, -19.288705], [31.512133, -19.288315]]]",1,2019-04-27,-74,sen12floods_s2_labels_0182_2019_04_27,182,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0182_2019_04_27,12
"[[[31.511714, -19.334571], [31.511295, -19.380826], [31.560037, -19.381218], [31.560443, -19.334962], [31.511714, -19.334571]]]",1,2019-03-28,-72,sen12floods_s2_labels_0184_2019_03_28,184,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0184_2019_03_28,12
"[[[31.511714, -19.334571], [31.511295, -19.380826], [31.560037, -19.381218], [31.560443, -19.334962], [31.511714, -19.334571]]]",1,2019-04-27,-72,sen12floods_s2_labels_0184_2019_04_27,184,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0184_2019_04_27,12
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-03-25,-70,sen12floods_s2_labels_0186_2019_03_25,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_03_25,12
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-04-04,-70,sen12floods_s2_labels_0186_2019_04_04,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_04_04,12
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-04-14,-70,sen12floods_s2_labels_0186_2019_04_14,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_04_14,12
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-04-19,-70,sen12floods_s2_labels_0186_2019_04_19,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_04_19,12
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-04-24,-70,sen12floods_s2_labels_0186_2019_04_24,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_04_24,12
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-03-25,-69,sen12floods_s2_labels_0187_2019_03_25,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_03_25,12
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-04-04,-69,sen12floods_s2_labels_0187_2019_04_04,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_04_04,12
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-04-14,-69,sen12floods_s2_labels_0187_2019_04_14,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_04_14,12
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-04-19,-69,sen12floods_s2_labels_0187_2019_04_19,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_04_19,12
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-04-24,-69,sen12floods_s2_labels_0187_2019_04_24,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_04_24,12
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-03-25,-68,sen12floods_s2_labels_0188_2019_03_25,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_03_25,12
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-04-04,-68,sen12floods_s2_labels_0188_2019_04_04,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_04_04,12
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-04-14,-68,sen12floods_s2_labels_0188_2019_04_14,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_04_14,12
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-04-19,-68,sen12floods_s2_labels_0188_2019_04_19,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_04_19,12
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-04-24,-68,sen12floods_s2_labels_0188_2019_04_24,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_04_24,12
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-03-25,-65,sen12floods_s2_labels_0191_2019_03_25,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_03_25,12
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-04-04,-65,sen12floods_s2_labels_0191_2019_04_04,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_04_04,12
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-04-14,-65,sen12floods_s2_labels_0191_2019_04_14,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_04_14,12
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-04-19,-65,sen12floods_s2_labels_0191_2019_04_19,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_04_19,12
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-04-24,-65,sen12floods_s2_labels_0191_2019_04_24,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_04_24,12
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-03-25,-64,sen12floods_s2_labels_0192_2019_03_25,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_03_25,12
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-04-04,-64,sen12floods_s2_labels_0192_2019_04_04,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_04_04,12
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-04-14,-64,sen12floods_s2_labels_0192_2019_04_14,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_04_14,12
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-04-19,-64,sen12floods_s2_labels_0192_2019_04_19,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_04_19,12
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-04-24,-64,sen12floods_s2_labels_0192_2019_04_24,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_04_24,12
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-03-25,-63,sen12floods_s2_labels_0193_2019_03_25,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_03_25,12
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-04-04,-63,sen12floods_s2_labels_0193_2019_04_04,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_04_04,12
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-04-14,-63,sen12floods_s2_labels_0193_2019_04_14,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_04_14,12
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-04-19,-63,sen12floods_s2_labels_0193_2019_04_19,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_04_19,12
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-04-24,-63,sen12floods_s2_labels_0193_2019_04_24,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_04_24,12
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-03-25,-62,sen12floods_s2_labels_0194_2019_03_25,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_03_25,12
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-04-04,-62,sen12floods_s2_labels_0194_2019_04_04,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_04_04,12
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-04-14,-62,sen12floods_s2_labels_0194_2019_04_14,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_04_14,12
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-04-19,-62,sen12floods_s2_labels_0194_2019_04_19,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_04_19,12
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-04-24,-62,sen12floods_s2_labels_0194_2019_04_24,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_04_24,12
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-03-25,-60,sen12floods_s2_labels_0196_2019_03_25,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_03_25,12
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-04-04,-60,sen12floods_s2_labels_0196_2019_04_04,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_04_04,12
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-04-14,-60,sen12floods_s2_labels_0196_2019_04_14,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_04_14,12
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-04-19,-60,sen12floods_s2_labels_0196_2019_04_19,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_04_19,12
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-04-24,-60,sen12floods_s2_labels_0196_2019_04_24,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_04_24,12
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-03-25,-58,sen12floods_s2_labels_0198_2019_03_25,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_03_25,12
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-04-04,-58,sen12floods_s2_labels_0198_2019_04_04,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_04_04,12
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-04-14,-58,sen12floods_s2_labels_0198_2019_04_14,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_04_14,12
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-04-19,-58,sen12floods_s2_labels_0198_2019_04_19,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_04_19,12
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-04-24,-58,sen12floods_s2_labels_0198_2019_04_24,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_04_24,12
"[[[32.580215, -20.150761], [32.580092, -20.197026], [32.629098, -20.197137], [32.629207, -20.150871], [32.580215, -20.150761]]]",1,2019-03-25,-57,sen12floods_s2_labels_0199_2019_03_25,199,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0199_2019_03_25,12
